case_id,file_sha,name,body_chars
CASE030,9ec2c424051634b4edebd8bf71f0e1a85e546e9b,bio-restriction-mapping,6385
CASE031,274fc8c286cde7f86f45be0b892b2bb223864d9f,security-audit,2682
CASE032,69c4545729e2c7ee2e4a010fd76b1a1e652d7afd,theme-factory,3282
CASE033,b838687f8da52cc265ed4eef798921e25c799ed7,,3186
CASE034,b097d5f8b202247e6a3f57c3377786db06ea5314,doc-to-md,16262
CASE035,9b5228b4504cd9c448847bab7b69e50b0ef8349f,update-skills,2449
CASE036,d593ea0a5a03dde1a158ac2398d74a6d7d6d7b50,,1783
CASE037,2981e1b6dd337a195fb335eecab85d16c7fe047b,go-create-usecase,1873
CASE038,38286c58065282173800fd8c1eeb619b02dadb9f,,31793
CASE039,d0b725032fd877334beaba1feceff2f15b88f71e,optimize-luau,25653
CASE040,1678f618b1bcbbcd3d21642916d1485ec3e432a2,gstack-plan-ceo-review,3626
CASE041,7fce1975053b645a949cc1bcd3720f011d89deea,deaccumulate,4648
CASE042,d27c2473102a851ca3dc07dad6d1f50d3620e2b0,pricing-strategy,590
CASE043,b8d7c9ade8d4499a7a17a8db08284841298a1042,check-pr,3422
CASE044,801066fdaa1695c5342ff79abcb884a2216db40a,mvp-scoping,3231
CASE045,e8261f67eca7831dfd09e3171a3df23873237835,,1289
CASE046,626b633f1067eb72ef6306b7799970dbbf261d41,twitter-x-growth-tools,5907
CASE047,53bf9e067dd2d695ae7e9fe88039827678126d94,bmad-agent-compass-wds-designer,316
CASE048,6ee59c7f17f5f040efdc4d1928269fc1ed205939,aidlc-market-research,1651
CASE049,199253a9f8c2a310c51b8a4e5d6a48985b772179,marketing,11399
CASE050,1e84bad8f9d2c6bbff482aadaa89e713abbc3f32,react,1891
CASE051,c12b263bed311d85cbcedcda7e36867eda541ddc,improve-codebase-architecture,6464
CASE052,915c127dcfb8c101d1ef888cee08f830a9a1893e,elon-musk,6505
CASE053,07576b0da47d0abe42bbc076396f1a6a7c749130,gsd-profile-user,1620
CASE054,b4aa675352e6042a9668990361aea82f9be43326,solid-hunter-go,15846
CASE055,32c72e0bb001973ea09df4b4e4ab815923c76686,school-graduation-ppt,9865
CASE056,ff72e738928066f38e89cfa156065e6aef36890d,browse,2248
CASE057,960a1e04b3201334584fbaf1c461209094d150c1,ccx,20063
CASE058,6c876ea789713bd8ea615109152cd0195a0a2af3,charm-logging,4854
CASE059,cbb562ffa7f31602f764d48f9659f52a56ae0c40,miccai,6117
CASE060,a7f9315a6f0214063f3e9436ae9ace83fa7d645d,embedded,2247
CASE061,fdad2d607508a6565fa6bf4555a6dcefa67d7ebe,duckdb-c-extension-vendoring-and-shims,3391
CASE062,44a03e5ed02bd2b5408b77534f5fbd4bdb113e78,purchasing-reports,2841
CASE063,50134a402b971858e025b6fb7892dea1c63e0f5b,gtkb-spec-intake,1603
CASE064,d789d00b678e65fbe93c018749908887cb555a41,source-command-sparc-code,2869
CASE065,b7fcea95b3c894bea8431900ddfcdc4a339806be,paper-plan,12688
CASE066,6f63e284f8ab1a55f1104aaa3c20c962f366eb03,kalshi-markets,8277
CASE067,24b0afe22eb10d3d01da280f5654c1d223ec1feb,report-experiments,23658
CASE068,00800f008f50a9c76fa03eef3550232369853df9,,7877
CASE069,316b6de85c3a7a6fc61c56bd634b328dd8aeb5ce,scientific-reproduction-integrity,1621
CASE070,97963009776f70dd7357a6fadac9c0b6537d4707,sand-to-smart,8115
CASE071,f7f296415952549418065d87130acb4eefe7a351,hifi-pdf-ocr,16838
CASE072,a697641b549b61d189f46dee9d59ea7b1418b65f,,3178
CASE073,7d123184d65b315a07a31e638ed55dc52345bf09,fhenix-foundry-plugin,5440
CASE074,a355f81f77b566cf86e423fdffdb79b2791c98ed,quantum-research-assistant,11879
CASE075,258f1118b593af3211713a76c18f6b2e77be432c,,997
CASE076,c4aa91c58971475aa57d502c16396e358f3cfdf3,gcx,1861
CASE077,f58eef8fe8c293061009b62a8b8a3522dd732a62,,3353
CASE078,e9144dabda24dd153dd51e313a3102ef40257d03,rag-and-vector-search,6998
CASE079,588d02b723641f2b5052bcf491667c1b1ef31f6c,finishing-a-development-branch,1243
CASE080,9adb495d595dffe6f76877f5f3ba514ab88b3680,mcp-server-authoring,6359
CASE081,e8178c0ea98389f0c2bfb84f27285b3299022c7a,music-book,1605
CASE082,efd6e2a4c110a7dc0b475e8df68869ac9cd013e0,developing-with-streamlit,11509
CASE083,41e59fc5541348cf21ee425bb080b5dd506b2d46,biomodel-annotator,24438
CASE084,7c18c98168d8b9f489ef8876072d3ffd0aa270f8,kanban-loop-development,21436
CASE085,8302ceba661c463ec191a4ea0f5a4b91a8e7daa9,vue-composition,8472
CASE086,f8ce2e62efa4f0b8e92cbdba30f4596ed26b345c,sentinel-devforge-data-quality-monitoring,2085
CASE087,a2bed8a5ca5652baa948e406758a19bd893d79b6,avr-timers,634
CASE088,fb3b7e9c2c440298d1cd92477ae9aff7bb328ea3,launchpad,14972
CASE089,e492cec9502ed1ada79fa1913a79492442d3f613,content-strategy-challenge,266
CASE090,418a9172e7cd63a177facaffa3b39c47ad346dbd,quint,9417
CASE091,00003315878f3b0ec8082abfe529d8c3f8ce3e80,stop_spotify,586
CASE092,78eb580e8ce60205b8693f574ea79ecbdc3988ea,u06834-learning-curriculum-composition-for-mental-well-being-practices,3207
CASE093,6d4491eea91ccfccf0ccdee88ebac64d6d73f476,产品路线图更新,12635
CASE094,4c6207bbcd64843dee8b5533aa809626b74e9701,v118-trinity-publication-receipt-gate-skill-17,828
CASE095,357400909a6f68b9feb4b32a99cbff7fd4c25f35,nim-ugc-prompts,6785
CASE096,1c074727cbd48d17d89d5bbb8065fb0dd6cd8f9b,traceability-matrix,2307
CASE097,780e2eedd7d37b44077fd90ccbc66ff0b468f2c5,public-presence,1207
CASE098,b3384febe9f3ddff887d607d1b669d5c215d44f9,systematic-debugging,10665
CASE099,5db916b6da3d14923cacb24ce11a4bb1ad2ebb45,productize-stakeholder-moo-objections-and-product-derailment-risks,10030
CASE100,b9935fd3c2278680904345e1f32d160b8811c923,better-auth,50554
CASE101,f06e482261e0196648a53e0a96818712ef3a0d6d,plug-and-play-spiking-operators,4236
CASE102,f0df71980cbc38928dd66299666a2889d8130df8,team-driven-development,21180
CASE103,c277aa3ecfe0b5bf394277ccf0039204dc5b235b,live-preview,2015
CASE104,8dbab7d8b50fd6687b976083cf4bce0b7bc511b1,,21605
CASE105,1e414ca1680ed1fe1a73fb592b3b281e2cdf6d90,openmm,8675
CASE106,66db7f3a5fb481a5e247e34bd30c5376ead774f5,validation-strategist,9760
CASE107,99fb195fdf3120de728af03dccee63918533b450,md-to-pdf,6831
CASE108,61f9c39d549d32f255ed22263a27f16147c1bda2,zentao-fix-bug,2827
CASE109,8f6b961579a2c52d278e4c14f5ef8535f1845a0c,inversion-thinking,8586
CASE110,e2df85538a1d6d423a89be5dee0e114946e253c3,code-qc,11399
CASE111,cfdd453d0ef29a7957397f97226dc5c6595772f9,roma-recursive-open-meta-agent,14898
CASE112,71db25751356be40bbab3b21d7fb27ead0ac1bac,skill-forge,8029
CASE113,3917648725fd30b4dc990709d76fd2efcf994861,langgraph-guardian,3154
CASE114,d8d636adc1895b7bd0648cd150149c9dfeb06344,create-skill,33030
CASE115,3f025d6bc8661d4944c2497e4235e406bfb2776c,pdf-update-checker,2523
CASE116,f52339c7a7957bf52f697548f440041b5f2597a0,u0645-crisis-confidence-calibration-engine,3208
CASE117,310b38d108d8cfbc33f5e2910ee204fcc2d496f9,power-automate-reference,2649
CASE118,a365963123a90e611b845a3ea105984d5fd14e53,seo-api-routes,4867
CASE119,46328357c716b676b14c5c981ab630d8824a8378,shopify-theme-development-guidelines,3227
CASE120,8335afc6df671a30948b2c093ddab8474e22172e,review-code,2787
CASE121,cec94c1054613452d5c8468c67086d37a6e7c881,audio-classical,5333
CASE122,722cd76ff9149a9105b8ee7ef58a501adf5cf637,surrealdb,16330
CASE123,9ec85a7a5a52f36c644c7b7ce379f72617807176,,1246
CASE124,644abf8cab60cfd071e58e475b003a8e99abc12a,nuxt,7661
CASE125,906d8c827028f5ce87a653beca8b05c67eecd224,,713
CASE126,c0f3617fbb8d003e1d24dc109bfd300e10694ba0,,2833
CASE127,a7fa3af90d6dd92db8b88304c2e07024fb9cfd5f,self-improvement-ci,3323
CASE128,9f0902bc32553b969be3b06c8f238e9a5f9e1271,tracking-cache-costs,2103
CASE129,e1c359e65fda8875fe1579f04c02e47814885edc,marketing-ideas,7875
CASE130,8ff2958431119f7e50de7aa58e5bf60861b78a18,ai-provider-google-gemini-sdk,20626
CASE131,a993e27654062ac9e9b0ad70830d94788a41caa3,tracking-tasks-in-obsidian,5523
CASE132,a94f3e24fb809cf5e79a9d9ab4ec4a26ee76b614,project-health,12886
CASE133,524a3ad07e7899721b53b160109bfbf34f0c8e73,,3263
CASE134,9b5355d3cc395396b8fc4f68e7ca6096d5f67736,research-alerts,3247
CASE135,56812a7384e172b0c0c182523ee1a9bfdcbd0045,Next.js Architecture (FSD),2330
CASE136,2e3509e12500c7e1eabfbc7d13d45107c5d7f3ff,,11748
CASE137,e1be14985b309314eafa0e01d0c4da7407d3c3d5,,3254
CASE138,9c11fd2e7c843601b3ed3846f5452c071396e43d,openclaw-4081-explainability-narrative-design,3261
CASE139,dae6a36ae843a468cf2eab6a95b385217f0efd6c,gsd-plan-phase,6254
CASE140,f25b919be14f80009c54ad4827a619bcf5b7b8ed,ski-review-fix-loop,2214
CASE141,7b3a5fe72c4e04fc00b9c467bbcfa2a7d384c0a3,specification,8780
CASE142,c9dc7688493e4093e04f83708ad07e26abb358f3,pinterest,3224
CASE143,fd25a1c57508340a74b0e258cabb20eb84d90c68,procedural-garden,5519
CASE144,e2ddff011cd04edaf634aa9ba564b38109d10d7c,openplan-auto,6623
CASE145,449119dca0cceb8b44bcf22db92b87c892d1e21d,,3231
CASE146,816c2ad90dff79311b35ea6aed607cdc97f8ac10,datadog,3824
CASE147,9e340c53000032307b159a8d5a525313ff1105ae,polishing,2279
CASE148,4de12ce3fc6b846a689acc1844728f3c5600005b,initiative-resume,1746
CASE149,ad1e86505a8fef9cd061cea5a5cf6e45de7d7442,postgres,4328
CASE150,2a5b00ff07cc99174b4b02d227f132016c1e7453,aoa-invariant-coverage-audit,4368
CASE151,f0759cb38ff25a13122ceffa7f9300fd46cd8d40,,1266
CASE152,0248c2bd6954e53853d8d1caf3359e2eecdb972d,test-automation,8196
CASE153,aa626d8f9a87eb27e8672051efa60373e30b7381,,242
CASE154,b26227919008b320d1d8fde2d7068569ccd7e297,PT-4(2)_just-in-time-consent,4720
CASE155,95c0d9b85cabc5a0fbbb746fb35ed974787cf47d,artsonia-mcp,5235
CASE156,bd139c02a2a954562846e628be7a5c40fca884db,version,1065
CASE157,74b37f6a90636fdeff6431cc3efc6fbebb112b05,expo-expo-ui-jetpack-compose,2854
CASE158,32604b262ea84633971eea1a5ab866262c0a6331,reasoning,6462
CASE159,bbebf20929ca4074997029bf56c9cbbef14ae0f1,trading212,6861
CASE160,b78da3a8decc15a36adc5aeec5485c92097210cb,reddit-browser-automation,6340
CASE161,ded50c68111c3c77da30e8ff8c51aca9bc22c49d,,2102
CASE162,ad9b8cebb9d6d6bc83a538acd47735ec647fb7af,,6329
CASE163,6220cfb2c962935b0ec45dd1ae7c8753178153c0,,3129
CASE164,c41122b6d4de8ddd56e714d8288605521ad0907a,ios-ui-designer,5876
CASE165,7ebf99c0d1ea9ee0cdab0ea0725ecfa1a2666d81,hunt-ldap,5311
CASE166,a7cf645fcaf89dfcecc64af9bf867bfb55a68d1a,darziflow-flutter-socket-debug,1350
CASE167,fca50e4f263682ef871cc1cb22e01a4e90997bcb,code-refactoring,2743
CASE168,dc9261a77fd9eda27118f6a7fc5c23aa4fbbdf6b,myenv,2168
CASE169,a44dbf7ddb8bf85bf6b7218ef2ac6d77f5831b10,document-release,33181
CASE170,fd1ab406a4181b07128932ce422d34fffaf31357,quantum-specialized-skill-155,1822
CASE171,50bc4e13edf5e63e60fcdbcab9a95c5843a51351,speckit-implement,10991
CASE172,da3c7912746481d1f0aec53216d137d2cf9d83c6,report-generator-adarsh,1761
CASE173,734a4bfcabbab87f2a886c993e765b0d582cd5ad,feature-dev,16145
CASE174,addb48933a2a0175e25ed7bdcdbe547ece9f3d80,code-review,7027
CASE175,2628ed29e9af10f7041421550918f974b6a9d657,,227
CASE176,2302d7e87718fdff03e7a15abed704db7eadea6e,post-purchase-upsell,1086
CASE177,0e8d6f599a6bde4545b4aab9540012aab4e93da8,python-packaging,12751
CASE178,0a578d4e91c6708e511db321727793ca3e15c2ad,dotnet-mermaid-diagrams,8459
CASE179,096498f2e17dfdbea7beda6448a651296dc47c85,canon-favicons,3340
CASE180,fad461d3138a898075bb5ccdc2ab999b5d51b6ad,restore-and-colorize-photo,6126
CASE181,3ffcdda6944ce1c0d3dab2c21018569b3e02e45c,budget-variance-analysis,2827
CASE182,8d94e7c2f92051cdad9dac6ce3e8535a116bc755,send-message,8415
CASE183,f9d5d56f042a84ff9719c0d357821c02c93a5b86,ui-system-and-mission-control,4486
CASE184,a6daec935f3cfea602753af12e9b502ba146c835,neogrid-openscad,17101
CASE185,4fb551a9a631d25c1c7c066e1ef3cda08257cc53,write-issue,12152
CASE186,0ff0f881e36ea4eb1d4a08a5ed77eb10de367d3a,songsee,1115
CASE187,d5012f92cb4c537460dd30af17f61740b66f95c3,finance-skill,183
CASE188,e973ece5bbc83a60c35db3cc819a433dae80db08,serpapi-search,1240
CASE189,f9ea51a1cd72c0dbbd491723212b1a4a8b15fbdf,,1065
CASE190,b602f39085f4731b01f2ecf755e155023869c505,,806
CASE191,a093c7f7c635deddd312409b231a02a71d12b6f6,code-review,1369
CASE192,1314405721d4323523f1a97aa6b3ec7155e1a1c6,,3111
CASE193,940f1c8f63150fc1c48efee99f7639b180a78044,core,5509
CASE194,69fb558961000b35e0b4c12448dee4a903c7b529,marketing-skills,3940
CASE195,5790cd463be44c7da089682ae9c586349e009ffb,image-to-design-md,12109
CASE196,3406a3e9f4dc46dc9ea4587bc6839653fa1eb653,fitbit,2105
CASE197,f6b10af3a4ed1420e42daba49e93ee0f1c959d9f,audit-agentsmd,6635
CASE198,0ce1e25c6b090cbbaf5a4cef655693f127144d92,setup-competitor-intel,7065
CASE199,43f8082387c82383a29f80b688fe7dce3d6ed2f2,,2391
CASE200,705a5ec54a044cc61a9a52fe093c1266531c23bb,Language Translator,15751
CASE201,0a653157107b981cb38aade1747fa6b6076858ea,autoplan,7272
CASE202,6845c30da3a6d25ba9a18e170cf88903ec0c5d05,javascript-mastery,12699
CASE203,496cd45fc6a9501ff590ed2efa06c7c4fa51ac5a,,10600
CASE204,74ff03229426afec4406b5fc0aec1853a7b8dbbf,LAYER_07_DATA_MODEL,5339
CASE205,765bc87304c783e51035d23dfa73b9050e1c99b2,software,8341
CASE206,c3882782613bbb1ba2ad770a2bfdc361a245ed10,Shopping,2776
CASE207,2c1f838317d256f52372565b8ec86411791bbd16,sanitize-warp-sdlc,1729
CASE208,37ef1b1d91387dcec4d6cd91bd308f0bf80d3d83,ai-native-os-architect,5732
CASE209,5e46aa208569753457831461e6016253d2d26b44,spring-boot-engineer,6714
CASE210,4b24c77e102955af19ae60aa10af642f69eaa8ba,blast-radius,4112
CASE211,79997f7ddbf7022c79f759fdd258fd4037e568ba,image-manipulation-image-magick,6767
CASE212,e7d0328d0f91ce6de701fff6b47466cb75f1b5ae,vertex-ai-media-master,9327
CASE213,3e340520e108249372c3189810662c5df518ed43,argo-workflow-debug,1514
CASE214,791058d5cba7803afd23652d5913e31e354918e3,test-builder,6554
CASE215,e3d6f894cf0435f1521eecec9b63b2e7a0888049,cnki-parse-results,4910
CASE216,8714e19e69c600e234aff65c9367e559a42b784e,review-til,819
CASE217,8f54e1cbdb49e628b78e3ec7833ee8363ab982cb,issue,2656
CASE218,a1c166d83a6fb321282d69d5e5b03943dc38239b,x-url-reader,1466
CASE219,922d409034a81605d7b9be37cc81ebc1c25221e9,nfl-fanduel-slate-prep,3268
CASE220,f17cc42a9073aab714f99ed879b29fb4facdb998,solarchain-eval-a-physics-constrained-benchmark-for-trustworthy,4480
CASE221,fd3116397e1c25d0c4b94d4604489fd5edc3c5ec,llm-structured-output,15761
CASE222,5df0294cb3f0243600498a3838aa23c17e61594a,rust-systems-style,7989
CASE223,d3524b64e7bfb5cf12333ce7c10849f5fdbed111,dotnet-spectre-console,20074
CASE224,459417e3189698cf759c3cb74c7973a22bdc1a1d,,3297
CASE225,b3432b4f82b5e9a86ecfd59be5fd8e01107e7c37,script-read,1654
CASE226,f8b42c0e0dc145640800d0764eeb95945b9b5a5e,dr-new,15725
CASE227,a6b58b281dfa8b0eb3de72e64ecd5777e9c8f756,orchestrate-jira-issue,6165
CASE228,784ded601e94229a78aaf6b511120e73bb45d1a6,debugging-strategies,1352
CASE229,c54354226d694cfb361c69530e19ba4041ff4947,,4242
CASE230,418091b46fa4edc857e8a469f7bf6837a259d1a5,go-concurrency-patterns,9512
CASE231,91803e50c8931d55f53d53be67c65f151a4e234c,sparc-vl-perception-reasoning,11866
CASE232,17ef8fed93fdd3fb905ab21b03a920b74ada2299,systematic-debugging,10495
CASE233,6489d11d5e4f0e1964a02bf0a52b38ebe3729bb4,cross-platform-distribution,1375
CASE234,7f0000fed6db34907b804edadb94fa60ef443dec,ext-triage-docs,2738
CASE235,69fe9473a79cc0a2c2f7c254f4cc865deda45af4,oc-shopify-admin,4252
CASE236,ca9f3ccf162beb8746d5b3d16024c24d8af97b28,defi-protocols,10948
CASE237,b7539a80aaf23be342d232cfbcd9fc2f2a402613,saas-landing-template,2477
CASE238,d23ebbff3c4036f8078befae22532bbe13ca4881,confpub-publishing,10257
CASE239,57a85d06630f6d4d453ac5db41425fff7f2808e1,fix-pr-tests,9085
CASE240,fb5f5b085096ced7d39c8c289fa2548d3cbffaab,,5978
CASE241,89083b99e7674e2637f88dca08c8748de0f2be98,goal-loop,10318
CASE242,3a3540127e83270de8322e01e7d18357e19d6db1,preserve-mcp-contract,10999
CASE243,f7cb36385564d579a97992e72083585e127db0c6,update-docs,1102
CASE244,3cae136b212476235de1a46bec93efae10a80d50,triage-issues,4810
CASE245,18d5a342387f7f432bfb83a6187fa777b602c9b3,fsi-pe-value-creation-plan,4819
CASE246,e1aa89500601151ddea1f80fcbc692ff0d3c489a,dynamic-method-signature-introspection,8418
CASE247,2bedf4129813887f4813f7e50cceca50c4be70c0,development-governance,4105
CASE248,5b73f2dbeed20142e96345ecdfb5ae47aadf690d,deepsight-website,2599
CASE249,9502f4eee82945f7994926cc4ab68eac4e1eb4f3,docker-expert,7712
CASE250,b4e5ea0c1c5ef0cee50d5675c382c673aa4267c3,stable-baselines3,12509
CASE251,f76bc69189466df6595a2d8bbbd31420ea6642bd,knowledge-architecture,7626
CASE252,8bcb8b4f2085db42a254102f69e79896cbf1141c,cloud-security,19354
CASE253,a7440031f793cf9d2f8cac93cfde8465d410654b,github-modes,9942
CASE254,6d129ba6989c7c30aeba43bb99d0c695ad85818f,code-review,6344
CASE255,9d8a76209cc1d4527dd4d9f251b1322bc8877253,systematic-debugging,2926
CASE256,9cea801d23b05ca65342ace8918bc3e3aef1b6e9,agent-self-healing-error-audit,1608
CASE257,275181bdc9d8392d1d16787519ff26de055b8071,spark-operations-cli,21788
CASE258,e4aab805ec5b0233bc981f3ff5350719fa2494e2,serverless,26449
CASE259,e176c2b78d6e7c694ddab4cb7e74df0d98ef19fb,test-flakiness,7974
CASE260,e38243516b8b16f23bac1f2b8696ce08c9059112,solve-before-scale,2149
CASE261,53be43397b03515c699774f150b8621f5da6774e,contested-electronic-navigation-chart-denial-recovery-cell,10607
CASE262,3ef0f4e7957589a4e0f9bd578090d91fcaee502d,build-tcg-deck,7113
CASE263,ffd33760e1e3b8b95d3f316c23bd69578278fe96,configure,5810
CASE264,bebeaee29873add3d73c753710abffefa7055411,solidstart-best-practices,19861
CASE265,086a5f8829514903d4372457efb468935a078107,git-committer,2102
CASE266,cb0a41cb0f98a9b7a1eed53c13095ffe1025ab4c,design-of-experiments,11381
CASE267,35fd456e963ef84abe4b90f2a47bb66ecf152054,block-editor-components,7616
CASE268,6f3f1d640212acd067008ff8861c45ccce023100,backend-testing,2680
CASE269,dff053d3be141d8847d3055d06b97e5432ad2b11,claude-skill-builder,4585
CASE270,baf913f2e29cc209d28fe68b85652069717714d5,nainai-skill-pack,1954
CASE271,7b6f59dcb95e2cda407c24a5e279c335e06a9a42,process-validation-protocol,1101
CASE272,3e3c193d85f23c1386f02a6c877030ae41162435,agency-content-engine,2300
CASE273,acd0f4b5f4e6b35cc6c66e61174d70080cf5b030,,3147
CASE274,c6400991602e24cda7390b78b51f4e2694746b11,code-review,553
CASE275,3293d262424ead7b1f17efcc7288416f4740e9c6,security-audit,678
CASE276,8323a9654f33eb1d88d694a321a84267f6051623,,3255
CASE277,6db4a579f0980a176bef9254ec94c1247ec13343,docs-architecture-setup,6627
CASE278,ffacd851687db0a647818cc0339eb96a94559d32,rhel-deploy,14770
CASE279,11ce65c697243372f6c13da556ffec58bc155090,windows-vision-monitor-control,6282
CASE280,b34ccfd3a140230dc068c8632970923c3b64904a,skill-creator,32464
CASE281,ea4c493ed81380fe9e26d34e0b804c168e5c035f,focused-fix,3204
CASE282,f678027a57191528f92aede461f8944e256a4427,memory-patterns,3142
CASE283,acab5420b72d25491ef72589c3d769111f2f3338,design-system-patterns,9676
CASE284,9d83d9ace36d6c89119ed2567cfe017de40c582d,,6409
CASE285,a03330882cb21f4362780c26cadbd452a450c94f,n8n-ai-agent,7699
CASE286,ba91252fc0247e684c3f0db21e5b3d31e32f0754,api-design-principles,1595
CASE287,bb5e3fd1a93c8c7cf108e9541f2ee035816f120a,gcp-cloud-functions,14695
CASE288,383bdafea05522da1df94eb68549fcda931c79eb,api-integration,2312
CASE289,21e164f4fe0142988a632c9d1738140414076a59,startup-zero-to-one,553
CASE290,d2e07f039d194963bf1afc2cf7c3e9888d58b62a,spike-integrate,10328
CASE291,a1171fcc7ea503df1f4c0aaf3a0fef04b9fc6ad0,write-rest-api-test,8007
CASE292,3d1703465ea1b9b1ac9b6432d079de5b7175ed59,debugging,3416
CASE293,e5d757457d524a5b60c4e3a0f8cb52d238aeb029,huawei-cloud-swr-enterprise-instance,31688
CASE294,1dadf9054f4bec2d42d9657a35febaa0181f5fba,screen-spot-eval,2773
CASE295,5364f2a34ba179bf7b1a374a6fbe5fcad03e8a10,Frontend Development Principles,6980
CASE296,22448c29148072645c853ad0f9a648fcb84047a8,runbook,12713
CASE297,d311590195b08963d78eafca264ffb1bf61ec584,,9383
CASE298,8e7cedf0e9dde83900685902c1ba4c4d06a70228,tdd-workflow,2973
CASE299,e4155fcb499d061e96a64dc3b4ef1a133860a9e1,replicate-api,10525
CASE300,dc1523dd3e1cbd8b7c80485bb9676b7d2062bc4b,istio-expert,8872
CASE301,156fb7b791f46277417ad599b760d40adb0c1094,,3125
CASE302,3a5f70d0ab43f72dbeae347c2a9035222b177090,Nova Resource Builder,4860
CASE303,0b8e56fcea72907658ef35616637b768f1c8140f,compile-deck,2833
CASE304,ec19217c507a08564a4dd22333e6959ed423d52f,benchos-snapgene,1564
CASE305,7dc5afcb621ea17b3fdd9d4349ac7c4ef732e056,agentsmd-audit,8255
CASE306,0dd904ce22e7595979dacad65dcee5816dbea0a4,sleep-diary,1875
CASE307,f5f4919adb3ffa47d4878a54181d56b8db5b0b3d,init-code-quality,13228
CASE308,91d5d6dc106b88c3c96d3320e45535630793b86e,databricks-genie,5185
CASE309,c27fc3f6d3c06b6006e49dcac4b04ce55a92b7fe,ops-incident,14487
CASE310,38d45001558f1b572a901a3323f0a877b61428b0,elohim-import,32221
CASE311,9cfb505e2375d469e687d9fead3a0a2389d8332e,beepack,4109
CASE312,982bc2c548647798d4495aacfdeb9c225a89cba9,verification-before-completion,5157
CASE313,8c09eacae1bd23aa108873bfc7cf157890bd071e,self-correcting-loop,6103
CASE314,f3d3b8254c5b7ae41b4e41b7989a8114a6110139,figma-code-connect-components,16022
CASE315,dc8b5d3c2339108cc2dd2ae9efebbde734b039d8,td-builder-howto,29162
CASE316,e811c514bcae1d6b382ad6e1a7bdeec753542aeb,pcidss-basics,687
CASE317,6fb67ad62d2dfc4fdf1494603106d197f98ac316,nw-review,7413
CASE318,809134f74d3737fe0c840e17650ff7b865128f0c,documentation-sync,2067
CASE319,47b6f6e0cfc367c9ddd21a4c03403b3002f46631,init-digest,738
CASE320,f3eabd9c98215a2eac26c30584256dd0a38682ed,agentbench,10484
CASE321,4d08c0e0cd5d404213de63faad8b8fac03a95cfe,dextor,4329
CASE322,350e18bcb6f672cfbb939877f96d11caa562982a,aha-moment-mapping,2647
CASE323,a1f5f57cc43c1e785d003bcaecbb7cd773b7e0f8,remediation-diff-review,2291
CASE324,9e83c1fc13c3d499ecbf21799bdfd01f542e0ba0,advance-directive-vs-polst,6443
CASE325,7f8a4567079defa00c965f85669ed64e5444540b,fabric-lakehouse,6097
CASE326,ece2a7945a8063099a982c2f17b105bff27d80f2,tailscale-oauth-setup,3812
CASE327,bcf439025e1bd7e6c591eb634bdee2ab8a959fae,dast-automation,8775
